uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Short name:en,Fully specified name:es,Short name:es,Fully specified name:fr,Short name:fr,Fully specified name:ht,Short name:ht,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
1c70c490-cafa-4c95-9fdd-a30b62bb78b8,,Labor & Delivery Details for Child,Labor & Delivery Details for Child,Misc,Rule,,,,,,,,,,,,,,,,,,,,
