Uuid,Void/Retire,Name,Description,Format,Foreign uuid,Searchable,Edit privilege,_order:1000
83981608-c8b3-11ed-ab4b-16f5ff9da952,,Managing Organization,Managing Organization,org.openmrs.Location,,,,
